date,n_articles,mean_ensemble,mean_tb,mean_vader
2011-09-09,4,0.29457500000000003,0.2,0.38915
2011-09-11,1,0.0,0.0,0.0
2011-09-12,7,-0.044621428571428576,-0.030714285714285715,-0.05852857142857143
2011-09-13,9,-0.0030333333333333323,0.0,-0.006066666666666665
2011-09-14,9,0.1268111111111111,0.07222222222222223,0.1814
2011-09-15,4,0.14005,0.0,0.2801
2011-09-16,4,0.13012045454545457,0.1590909090909091,0.10115
2011-09-19,3,0.11705,0.16666666666666666,0.06743333333333333
2011-09-20,6,0.157725,0.20833333333333334,0.10711666666666668
2011-09-21,1,0.06818181818181818,0.13636363636363635,0.0
2011-09-22,3,-0.29223333333333334,-0.26666666666666666,-0.3178
2011-09-23,5,-0.05423,0.0,-0.10846
2011-09-26,4,0.08309375000000001,0.2578125,-0.09162499999999998
2011-09-27,6,0.058525,0.08333333333333333,0.033716666666666666
2011-09-28,3,0.1184439393939394,0.21212121212121213,0.02476666666666667
2011-09-29,7,-0.0746025974025974,0.01948051948051948,-0.1686857142857143
2011-10-03,5,0.09726000000000001,0.02,0.17452
2011-10-04,4,0.0595875,0.0,0.119175
2011-10-05,3,0.06952727272727273,0.21212121212121213,-0.07306666666666665
2011-10-06,7,0.30301190476190476,0.27380952380952384,0.3322142857142857
2011-10-07,2,0.0,0.0,0.0
2011-10-10,1,0.20095,0.0,0.4019
2011-10-11,5,0.21297000000000002,0.3,0.12594
2011-10-12,7,0.10525714285714285,0.08571428571428572,0.12480000000000001
2011-10-13,3,0.23769691358024692,0.2521604938271605,0.2232333333333333
2011-10-14,3,0.17152222222222221,-0.005555555555555552,0.34859999999999997
2011-10-17,1,0.1366,0.0,0.2732
2011-10-18,3,0.20038333333333336,0.3333333333333333,0.06743333333333333
2011-10-19,5,0.06245222222222222,0.08444444444444445,0.04046
2011-10-20,7,0.051308730158730165,0.08710317460317461,0.015514285714285718
2011-10-24,2,0.51075,0.6,0.4215
2011-10-26,10,0.08088999999999999,0.05,0.11177999999999999
2011-10-27,2,-0.05695,0.0,-0.1139
2011-10-28,1,0.29295,0.0,0.5859
2011-11-01,2,0.1226,0.025,0.2202
2011-11-02,1,-0.11049999999999999,0.075,-0.296
2011-11-03,1,-0.040835714285714295,0.07142857142857142,-0.1531
2011-11-05,1,0.33863333333333334,0.16666666666666669,0.5106
2011-11-07,4,0.0838125,0.0,0.167625
2011-11-09,4,-0.003225,0.0,-0.00645
2011-11-10,1,-0.1366,0.0,-0.2732
2011-11-11,5,-0.06142000000000001,-0.025,-0.09784000000000001
2011-11-13,1,0.0,0.0,0.0
2011-11-14,5,0.07666272727272727,0.05454545454545454,0.09878
2011-11-15,3,0.13361969696969697,0.08143939393939394,0.1858
2011-11-16,9,0.06142222222222222,0.030555555555555558,0.09228888888888889
2011-11-17,2,0.0,0.0,0.0
2011-11-20,1,0.0,0.0,0.0
2011-11-21,9,0.059572222222222235,0.07916666666666666,0.039977777777777786
2011-11-22,2,0.0375,0.075,0.0
2011-11-23,2,0.0,0.0,0.0
2011-11-25,3,0.06818181818181818,0.13636363636363635,0.0
2011-11-28,8,-0.08670624999999996,-0.3749999999999999,0.2015875
2011-11-29,1,0.35115,0.5,0.2023
2011-11-30,5,0.02,0.04,0.0
2011-12-01,4,0.06688295454545454,0.03409090909090909,0.09967499999999999
2011-12-02,2,0.0029750000000000054,0.125,-0.11905
2011-12-04,1,0.1909,0.0,0.3818
2011-12-05,2,0.074,0.0,0.148
2011-12-06,3,-0.18838333333333335,0.0,-0.3767666666666667
2011-12-08,4,0.18863409090909092,0.08806818181818182,0.2892
2011-12-10,9,0.025,0.05,0.0
2011-12-12,7,0.1979938775510204,0.08795918367346937,0.30802857142857143
2011-12-14,5,0.20798,0.1,0.31596
2011-12-15,6,0.023483333333333332,0.06666666666666667,-0.019700000000000006
2011-12-16,3,0.05859999999999999,0.09999999999999999,0.0172
2011-12-19,4,0.03683116883116883,0.06266233766233766,0.01100000000000001
2011-12-20,6,0.07664419191919192,0.024671717171717168,0.12861666666666668
2011-12-21,4,0.04665,0.0875,0.0058
2011-12-22,1,0.3537,0.15,0.5574
2011-12-27,2,0.03409090909090909,0.06818181818181818,0.0
2012-01-02,1,0.0,0.0,0.0
2012-01-03,2,0.124875,0.0,0.24975
2012-01-04,4,0.019748295454545456,0.054971590909090914,-0.015475000000000003
2012-01-05,3,0.1031611111111111,0.1388888888888889,0.06743333333333333
2012-01-06,1,0.43931818181818183,0.11363636363636363,0.765
2012-01-09,1,0.0,0.0,0.0
2012-01-10,4,0.052672727272727274,0.03704545454545455,0.0683
2012-01-11,1,0.025,0.05,0.0
2012-01-12,1,0.35189090909090914,0.19318181818181818,0.5106
2012-01-13,4,0.01621249999999999,-0.012499999999999997,0.04492499999999999
2012-01-17,7,0.10714285714285714,0.21428571428571427,0.0
2012-01-18,5,0.15496727272727273,0.045454545454545456,0.26448
2012-01-19,3,0.045533333333333335,0.0,0.09106666666666667
2012-01-23,1,0.0,0.0,0.0
2012-01-25,6,-0.02220833333333334,-0.04,-0.00441666666666668
2012-01-26,5,0.04141818181818181,0.02363636363636364,0.059199999999999996
2012-01-27,2,0.074,0.0,0.148
2012-01-30,8,0.1546977272727273,0.15767045454545453,0.151725
2012-01-31,1,0.0,0.0,0.0
2012-02-01,7,0.41475,0.39285714285714285,0.43664285714285717
2012-02-02,1,0.0,0.0,0.0
2012-02-05,1,0.0,0.0,0.0
2012-02-06,5,0.3985548148148148,0.38962962962962966,0.40747999999999995
2012-02-07,4,-0.0624375,0.0,-0.124875
2012-02-08,4,0.07878295454545454,0.03409090909090909,0.123475
2012-02-09,11,0.0,0.0,0.0
2012-02-12,2,0.125,0.25,0.0
2012-02-13,10,0.006818181818181818,0.013636363636363636,0.0
2012-02-14,7,-0.048757142857142846,0.05714285714285715,-0.15465714285714285
2012-02-15,7,0.117525974025974,-0.03766233766233767,0.2727142857142857
2012-02-16,4,0.18270795454545458,0.03409090909090909,0.33132500000000004
2012-02-17,2,0.411725,0.125,0.69845
2012-02-20,3,-0.11599999999999999,-0.13333333333333333,-0.09866666666666667
2012-02-21,1,0.4702,0.5,0.4404
2012-02-22,3,0.0,0.0,0.0
2012-02-23,3,-0.02313333333333333,-0.16666666666666666,0.12040000000000001
2012-02-24,1,0.1909,0.0,0.3818
2012-02-27,2,0.125,0.25,0.0
2012-02-28,4,0.0,0.0,0.0
2012-02-29,5,-0.05978,-0.135,0.01544
2012-03-01,13,0.07498076923076923,0.06442307692307693,0.08553846153846155
2012-03-03,4,0.14089999999999997,-0.1,0.3818
2012-03-04,5,0.04,0.08,0.0
2012-03-05,4,0.1345875,0.15,0.119175
2012-03-06,5,0.07572636363636363,0.06727272727272728,0.08418
2012-03-07,4,0.177025,0.05,0.30405
2012-03-08,1,-0.064,0.0,-0.128
2012-03-09,2,-0.032,0.0,-0.064
2012-03-11,2,-0.1101,0.0,-0.2202
2012-03-12,3,0.24808333333333332,0.033333333333333326,0.4628333333333334
2012-03-13,5,-0.0663,0.045,-0.17759999999999998
2012-03-14,8,0.0,0.0,0.0
2012-03-16,5,0.03901333333333333,0.0016666666666666663,0.07636
2012-03-19,7,-0.028671428571428563,-0.08214285714285714,0.024800000000000013
2012-03-20,3,0.03333333333333333,0.06666666666666667,0.0
2012-03-21,5,0.34663000000000005,0.23500000000000001,0.45826
2012-03-22,12,0.24549583333333336,0.25833333333333336,0.23265833333333333
2012-03-23,3,0.020833333333333332,0.041666666666666664,0.0
2012-03-26,10,0.16394999999999998,0.1685,0.1594
2012-03-27,8,0.10002272727272729,0.11079545454545454,0.08925
2012-03-28,10,0.04429,0.03875,0.04983
2012-03-29,5,0.0,0.0,0.0
2012-03-30,1,0.0,0.0,0.0
2012-04-02,5,-0.02779,0.0,-0.05558
2012-04-03,3,0.0,0.0,0.0
2012-04-04,5,-0.010902380952380952,0.0680952380952381,-0.0899
2012-04-05,1,0.148,0.0,0.296
2012-04-06,1,0.0,0.0,0.0
2012-04-10,1,0.0,0.0,0.0
2012-04-11,3,0.03713333333333333,0.06666666666666667,0.007599999999999996
2012-04-12,1,0.0,0.0,0.0
2012-04-13,2,0.036199999999999996,0.1,-0.027600000000000013
2012-04-16,6,0.1571,0.08333333333333333,0.23086666666666664
2012-04-17,6,0.022380555555555553,-0.022222222222222223,0.06698333333333333
2012-04-18,5,0.12350999999999998,0.01,0.23701999999999995
2012-04-19,3,0.0,0.0,0.0
2012-04-20,2,0.03409090909090909,0.06818181818181818,0.0
2012-04-23,4,0.0652875,0.0,0.130575
2012-04-24,7,-0.044384920634920645,-0.10912698412698411,0.02035714285714285
2012-04-25,15,0.0025,0.005,0.0
2012-04-26,5,-0.17982,0.0,-0.35964
2012-04-30,1,0.0,0.0,0.0
2012-05-01,1,0.0,0.0,0.0
2012-05-02,6,0.030555555555555558,0.061111111111111116,0.0
2012-05-03,2,0.0625,0.0,0.125
2012-05-08,3,-0.016666666666666666,-0.03333333333333333,0.0
2012-05-09,1,0.0,0.0,0.0
2012-05-10,1,0.09375,0.1875,0.0
2012-05-11,1,0.0741,-0.125,0.2732
2012-05-14,3,-0.06743333333333333,0.0,-0.13486666666666666
2012-05-15,1,0.0,0.0,0.0
2012-05-16,7,-0.01582857142857142,-0.1142857142857143,0.08262857142857145
2012-05-17,1,0.08895,0.0,0.1779
2012-05-18,1,0.42245,0.2875,0.5574
2012-05-21,4,0.047725,0.0,0.09545
2012-05-22,7,0.22701190476190478,0.3095238095238095,0.14450000000000002
2012-05-23,3,0.12676666666666667,0.08333333333333333,0.17020000000000002
2012-05-24,1,0.0,0.0,0.0
2012-05-25,1,0.0,0.0,0.0
2012-05-28,2,0.0,0.0,0.0
2012-05-30,7,0.004385714285714286,0.07142857142857142,-0.06265714285714287
2012-05-31,7,0.1642142857142857,0.1285714285714286,0.19985714285714287
2012-06-01,7,0.08352857142857142,0.08035714285714286,0.0867
2012-06-04,5,0.05256999999999999,0.1,0.005140000000000011
2012-06-05,4,0.11752045454545454,0.03409090909090909,0.20095
2012-06-06,1,0.0,0.0,0.0
2012-06-07,8,0.12614553571428572,0.13392857142857142,0.11836250000000001
2012-06-10,1,0.0,0.0,0.0
2012-06-11,6,0.05595833333333333,0.041666666666666664,0.07024999999999999
2012-06-12,3,0.0734,0.0,0.1468
2012-06-13,8,-0.0185,0.0,-0.037
2012-06-14,4,0.0222375,0.0,0.044475
2012-06-15,3,0.07777474747474747,0.028282828282828285,0.12726666666666667
2012-06-18,6,0.11451893939393938,0.04545454545454545,0.18358333333333335
2012-06-19,2,0.0683,0.0,0.1366
2012-06-20,7,0.10959285714285714,0.08928571428571429,0.1299
2012-06-21,1,0.0386,0.0,0.0772
2012-06-22,5,0.14046,0.2,0.08092
2012-06-25,7,0.006977272727272729,0.10974025974025974,-0.09578571428571428
2012-06-26,6,0.1559,0.125,0.1868
2012-06-28,3,-0.2876166666666667,-0.041666666666666664,-0.5335666666666666
2012-06-29,1,0.0,0.0,0.0
2012-07-02,2,0.14825,-0.125,0.4215
2012-07-04,1,0.0,0.0,0.0
2012-07-05,7,-0.0007273809523809535,-0.014583333333333334,0.013128571428571425
2012-07-06,2,-0.08333333333333333,-0.16666666666666666,0.0
2012-07-09,2,0.0,0.0,0.0
2012-07-10,2,0.0,0.0,0.0
2012-07-11,3,0.07268333333333332,-0.19999999999999998,0.34536666666666666
2012-07-12,13,0.11294871794871796,0.10512820512820513,0.1207692307692308
2012-07-13,8,-0.027749999999999997,-0.05656249999999999,0.001062499999999994
2012-07-16,8,0.12055189393939394,0.12225378787878788,0.11885
2012-07-17,8,0.037,0.0,0.074
2012-07-18,8,0.1620875,0.15,0.17417500000000002
2012-07-19,1,0.25,0.5,0.0
2012-07-20,11,-0.0020090909090909022,0.018181818181818184,-0.022199999999999994
2012-07-23,3,0.15893333333333334,-0.024999999999999998,0.34286666666666665
2012-07-24,1,0.0,0.0,0.0
2012-07-25,4,0.11883749999999998,0.0,0.23767499999999997
2012-07-26,7,0.03571428571428571,0.07142857142857142,0.0
2012-07-27,1,0.125,0.0,0.25
2012-07-30,2,-0.1478,-0.125,-0.1706
2012-07-31,4,-0.020833333333333332,-0.041666666666666664,0.0
2012-08-01,2,-0.10825,0.0,-0.2165
2012-08-02,5,-0.13568,0.0,-0.27136
2012-08-03,1,0.0,0.0,0.0
2012-08-06,5,-0.1366,0.0,-0.2732
2012-08-07,6,0.020833333333333332,0.041666666666666664,0.0
2012-08-08,6,0.1915886363636364,0.25606060606060604,0.12711666666666666
2012-08-09,1,0.4719666666666667,0.43333333333333335,0.5106
2012-08-10,6,0.04933333333333333,0.0,0.09866666666666667
2012-08-13,4,-0.011931818181818186,-0.02386363636363637,0.0
2012-08-14,9,0.24168131313131314,0.20959595959595959,0.2737666666666667
2012-08-15,12,0.07929090909090909,0.04734848484848484,0.11123333333333334
2012-08-16,1,0.125,0.0,0.25
2012-08-17,3,-0.041666666666666664,0.0,-0.08333333333333333
2012-08-20,15,-0.04572454545454545,0.00909090909090909,-0.10054
2012-08-21,7,-0.15812857142857142,-0.028571428571428564,-0.28768571428571427
2012-08-22,11,0.01498896103896104,0.03571428571428571,-0.005736363636363637
2012-08-23,6,0.06534999999999999,0.0,0.13069999999999998
2012-08-24,3,0.0,0.0,0.0
2012-08-28,7,0.33892857142857136,0.3,0.37785714285714284
2012-08-29,5,-0.14736,-0.16,-0.13472
2012-08-30,1,0.6965166666666667,0.7333333333333334,0.6597
2012-08-31,1,0.0,0.0,0.0
2012-09-04,1,0.06818181818181818,0.13636363636363635,0.0
2012-09-05,5,0.10430000000000002,0.11499999999999999,0.0936
2012-09-06,6,0.028333333333333335,0.0,0.05666666666666667
2012-09-07,1,0.56335,0.6,0.5267
2012-09-10,3,-0.03474999999999998,0.0,-0.06949999999999999
2012-09-11,5,0.1416,0.019,0.2642
2012-09-12,1,0.03409090909090909,0.06818181818181818,0.0
2012-09-13,4,0.13294999999999998,0.075,0.1909
2012-09-14,5,0.20110999999999998,0.148,0.25422
2012-09-17,3,0.02206060606060606,-0.05454545454545454,0.09866666666666667
2012-09-18,8,-0.061418749999999994,-0.025,-0.0978375
2012-09-19,3,-0.06495,-0.033333333333333326,-0.09656666666666668
2012-09-20,7,-0.01617142857142857,0.045714285714285714,-0.07805714285714285
2012-09-21,30,0.005743333333333333,-0.015833333333333335,0.02732
2012-09-24,12,0.14649128787878787,0.06742424242424243,0.22555833333333333
2012-09-25,4,0.0440375,0.0375,0.050575
2012-09-26,3,0.09531666666666666,0.0,0.19063333333333332
2012-09-27,8,0.04784545454545454,-0.04090909090909092,0.1366
2012-09-28,2,0.2156,0.125,0.3062
2012-10-01,6,-0.045500000000000006,-0.041666666666666664,-0.04933333333333333
2012-10-02,8,-0.14360738636363635,-0.01647727272727273,-0.27073749999999996
2012-10-03,2,-0.0683,0.0,-0.1366
2012-10-04,6,0.0,0.0,0.0
2012-10-05,10,0.03238636363636364,0.06477272727272727,0.0
2012-10-08,10,0.04,0.08,0.0
2012-10-09,8,-0.10451250000000001,0.0,-0.20902500000000002
2012-10-10,3,0.006466666666666667,0.13333333333333333,-0.12040000000000001
2012-10-11,8,0.03421250000000001,0.028124999999999997,0.04030000000000001
2012-10-12,4,0.0,0.0,0.0
2012-10-14,1,0.0,0.0,0.0
2012-10-15,10,-0.023968636363636366,0.024772727272727273,-0.07271000000000001
2012-10-16,5,0.005000000000000002,0.010000000000000004,0.0
2012-10-17,5,0.1478566666666667,0.12333333333333332,0.17238
2012-10-18,1,0.0,0.0,0.0
2012-10-19,3,0.056999999999999995,-0.08333333333333333,0.19733333333333333
2012-10-22,6,0.042411111111111115,0.13888888888888887,-0.05406666666666665
2012-10-23,15,0.033473333333333334,0.018333333333333333,0.048613333333333335
2012-10-24,11,0.03761363636363636,0.08409090909090909,-0.008863636363636367
2012-10-25,2,0.07954545454545454,0.1590909090909091,0.0
2012-10-26,6,-0.04614166666666666,-0.049999999999999996,-0.04228333333333333
2012-10-29,3,0.0,0.0,0.0
2012-10-30,3,0.25,0.5,0.0
2012-10-31,8,0.40765625,0.3875,0.42781250000000004
2012-11-01,5,0.24283000000000002,0.27999999999999997,0.20566
2012-11-02,3,0.016666666666666666,0.03333333333333333,0.0
2012-11-04,2,-0.105375,0.0,-0.21075
2012-11-05,6,0.0502,0.013333333333333334,0.08706666666666667
2012-11-06,3,0.16585454545454545,0.0909090909090909,0.24080000000000001
2012-11-07,3,-0.12491666666666662,-0.38333333333333325,0.13349999999999998
2012-11-08,3,-0.2804166666666667,-0.19999999999999998,-0.36083333333333334
2012-11-09,2,-0.006175000000000042,-0.04999999999999999,0.03764999999999996
2012-11-12,10,0.08177785714285715,0.09928571428571428,0.06427000000000001
2012-11-13,7,0.07142857142857142,0.14285714285714285,0.0
2012-11-14,6,-0.05248333333333333,0.0,-0.10496666666666667
2012-11-15,4,0.24700000000000003,0.25,0.244
2012-11-16,6,0.027269444444444447,-0.027777777777777776,0.08231666666666666
2012-11-19,7,0.21145714285714287,0.21428571428571427,0.20862857142857144
2012-11-20,3,0.11333333333333334,0.0,0.22666666666666668
2012-11-21,8,-0.008598295454545463,0.03409090909090909,-0.0512875
2012-11-23,3,-0.08103333333333333,-0.041666666666666664,-0.12040000000000001
2012-11-26,4,-0.0252875,0.0,-0.050575
2012-11-27,5,-0.03818,0.0,-0.07636
2012-11-28,7,0.045238775510204055,0.4795918367346939,-0.38911428571428575
2012-11-29,4,-0.0625,0.0,-0.125
2012-11-30,4,-0.03719318181818182,0.13636363636363635,-0.21075
2012-12-02,3,0.0,0.0,0.0
2012-12-03,3,-0.053780864197530864,-0.024228395061728396,-0.08333333333333333
2012-12-04,4,0.0118875,0.0,0.023775
2012-12-05,5,0.13343,0.04,0.22686
2012-12-06,8,0.15219166666666667,0.05520833333333334,0.249175
2012-12-07,8,0.03994715909090909,0.06818181818181818,0.011712499999999997
2012-12-10,9,0.18323838383838384,0.27656565656565657,0.08991111111111111
2012-12-11,2,0.0,0.0,0.0
2012-12-12,1,0.0,0.0,0.0
2012-12-13,6,0.06055,0.008333333333333331,0.11276666666666668
2012-12-14,5,-0.013919999999999988,-0.06999999999999999,0.04216000000000001
2012-12-15,1,0.18814999999999998,0.15,0.2263
2012-12-17,1,0.0,0.0,0.0
2012-12-18,4,-0.09340000000000001,0.0,-0.18680000000000002
2012-12-19,6,0.19647857142857142,0.2261904761904762,0.16676666666666665
2012-12-20,4,0.047725,0.0,0.09545
2012-12-21,9,0.19340909090909092,0.29292929292929293,0.09388888888888888
2012-12-24,11,-0.07268636363636366,0.34545454545454546,-0.4908272727272728
2012-12-26,8,-0.04227361111111111,-0.059722222222222225,-0.024824999999999993
2012-12-27,5,0.068,0.0,0.136
2012-12-28,1,-0.10115,0.0,-0.2023
2012-12-31,12,0.017045454545454544,0.03409090909090909,0.0
2013-01-02,3,-0.045533333333333335,0.0,-0.09106666666666667
2013-01-03,3,0.060200000000000004,0.0,0.12040000000000001
2013-01-04,7,0.06841428571428575,0.2285714285714286,-0.09174285714285714
2013-01-06,2,-0.198,-0.1,-0.296
2013-01-07,4,0.110975,-0.025,0.24695
2013-01-08,4,0.10765,0.125,0.0903
2013-01-09,2,0.0,0.0,0.0
2013-01-10,1,0.2616,0.25,0.2732
2013-01-11,5,0.0,0.0,0.0
2013-01-14,4,0.056487499999999996,0.0125,0.100475
2013-01-15,6,0.0,0.0,0.0
2013-01-16,6,-0.06701111111111109,-0.1013888888888889,-0.03263333333333332
2013-01-17,8,0.137625,0.0,0.27525
2013-01-18,4,-0.08828838383838383,-0.04892676767676768,-0.12765
2013-01-20,2,-0.03125,-0.0625,0.0
2013-01-22,8,0.04118125,0.0625,0.0198625
2013-01-23,3,0.23060000000000003,0.10000000000000002,0.3612
2013-01-24,3,0.0,0.0,0.0
2013-01-25,3,0.36023333333333335,0.425,0.2954666666666667
2013-01-28,1,0.0,0.0,0.0
2013-01-29,1,0.4702,0.5,0.4404
2013-01-30,2,-0.08400416666666667,-0.06770833333333334,-0.1003
2013-01-31,3,0.0,0.0,0.0
2013-02-01,1,0.4866,0.7,0.2732
2013-02-04,4,0.0342375,0.0,0.068475
2013-02-05,6,-0.0436,-0.041666666666666664,-0.045533333333333335
2013-02-06,5,-0.07504000000000001,0.0,-0.15008000000000002
2013-02-07,6,0.0,0.0,0.0
2013-02-08,3,0.022727272727272724,0.04545454545454545,0.0
2013-02-10,1,-0.125,-0.25,0.0
2013-02-11,5,0.059199999999999996,0.0,0.11839999999999999
2013-02-12,6,0.07608333333333334,0.07291666666666667,0.07925
2013-02-13,6,0.17290833333333333,-0.016666666666666666,0.3624833333333333
2013-02-14,2,-0.088175,-0.125,-0.05135
2013-02-15,4,0.0,0.0,0.0
2013-02-16,2,-0.0625,-0.125,0.0
2013-02-18,1,0.3608,0.45,0.2716
2013-02-19,4,0.1727,0.0,0.3454
2013-02-20,4,0.010224999999999998,-0.075,0.09545
2013-02-21,8,0.0731625,0.0,0.146325
2013-02-22,9,0.19962222222222223,0.20555555555555557,0.19368888888888888
2013-02-25,7,0.2114857142857143,0.2,0.22297142857142857
2013-02-26,7,0.054542857142857136,0.0,0.10908571428571427
2013-02-27,8,0.093375,0.03125,0.1555
2013-02-28,6,0.020866666666666672,0.2916666666666667,-0.24993333333333334
2013-03-01,1,0.0,0.0,0.0
