date,Close,daily_return,SMA20,SMA50,EMA20,RSI14,MACD,MACD_signal,Vol20,ticker
2009-01-02,2.721686363220215,,,,,,,,,AAPL
2009-01-05,2.836552858352661,0.04220416308238395,,,,,,,,AAPL
2009-01-06,2.789766788482666,-0.016493988374736812,,,,,,,,AAPL
2009-01-07,2.7294838428497314,-0.021608596776550693,,,,,,,,AAPL
2009-01-08,2.7801692485809326,0.018569593611619473,,,,,,,,AAPL
2009-01-09,2.7165889739990234,-0.02286921007214293,,,,,,,,AAPL
2009-01-12,2.659006834030152,-0.021196485931438636,,,,,,,,AAPL
2009-01-13,2.6305136680603027,-0.010715717464578,,,,,,,,AAPL
2009-01-14,2.5591349601745605,-0.0271348933679465,,,,,,,,AAPL
2009-01-15,2.5006520748138428,-0.022852599128546425,,,,,,,,AAPL
2009-01-16,2.469162702560425,-0.012592464409812876,,,,,,,,AAPL
2009-01-20,2.345299482345581,-0.05016405767283072,,,,,,,,AAPL
2009-01-21,2.4841578006744385,0.05920707328600194,,,,,,,,AAPL
2009-01-22,2.6500084400177,0.06676332691032516,,,,,,,,AAPL
2009-01-23,2.6500084400177,0.0,,,,46.45929911696529,,,,AAPL
2009-01-26,2.6883976459503174,0.014486446666698516,,,,48.56029919067633,,,,AAPL
2009-01-27,2.7210872173309326,0.012159500076135421,,,,50.34708123309992,,,,AAPL
2009-01-28,2.825156688690185,0.038245547844413696,,,,55.63095063128184,,,,AAPL
2009-01-29,2.7891674041748047,-0.012738863178617499,,,,53.51025256602793,,,,AAPL
2009-01-30,2.7030935287475586,-0.030860060711455084,2.6624547481536864,,2.6624547481536864,48.726081762299486,,,,AAPL
2009-02-02,2.744479179382324,0.015310476753625624,2.663594388961792,,2.67026659874689,50.99477200376622,,,0.0316246533567732,AAPL
2009-02-03,2.788567304611206,0.01606429575421453,2.6611951112747194,,2.68153333263873,53.36218184654514,,,0.0303412855890641,AAPL
2009-02-04,2.805661678314209,0.006130163569921798,2.661989855766296,,2.6933550798459183,54.28435428675479,,,0.0301315225031712,AAPL
2009-02-05,2.892935514450073,0.03110632932346369,2.670162439346313,,2.712362740284409,58.76699988669743,,,0.0303810189176043,AAPL
2009-02-06,2.9907076358795166,0.0337968547660592,2.6806893587112426,,2.7388717779601337,63.12886030889322,,,0.0309677468989188,AAPL
2009-02-09,3.0743815898895264,0.027977978524605263,2.698578989505768,,2.7708250933819807,66.40430586180685,,,0.0307227266244208,AAPL
2009-02-10,2.9340243339538574,-0.04565381746925967,2.712329864501953,,2.78636787819835,57.22155614770058,,,0.0323339236067334,AAPL
2009-02-11,2.9037322998046875,-0.01032439772179694,2.7259907960891723,,2.797545442160858,55.43968811454227,,,0.0323237581046217,AAPL
2009-02-12,2.977210998535156,0.025304914897082753,2.746894598007202,,2.814656447529839,58.791790815525694,,,0.0316618737750098,AAPL
2009-02-13,2.9739110469818115,-0.0011084036552894139,2.7705575466156005,,2.8298235522395503,58.57866338802721,,,0.0309085908207534,AAPL
2009-02-17,2.835052013397217,-0.046692396440546236,2.7888520121574403,,2.830321500921233,50.31338561257439,,,0.0330385380499808,AAPL
2009-02-18,2.8302550315856934,-0.00169202603298102,2.8130997896194456,,2.8303151705083245,50.05065758807306,,,0.0302498561533315,AAPL
2009-02-19,2.71838903427124,-0.0395250590727787,2.824811351299286,,2.819655538485745,44.24794956020906,,,0.0298286019808857,AAPL
2009-02-20,2.7351834774017334,0.006178086697217644,2.829070103168488,,2.8116105802872675,45.27376375566412,0.0496377445396989,0.0853092576433947,0.0260573728877827,AAPL
2009-02-23,2.607722043991089,-0.04660068856942845,2.826955783367157,,2.792192624449536,39.35530037178746,0.0285947790781002,0.0739663619303358,0.0282299244995457,AAPL
2009-02-24,2.70669174194336,0.03795254873130527,2.827870488166809,,2.784049683258472,45.33128362227152,0.0196772774382467,0.063108545031918,0.0293476834579048,AAPL
2009-02-25,2.7339835166931152,0.010083074598720376,2.8285153031349184,,2.779281476918914,46.88561250297419,0.0146435100088462,0.0534155380273036,0.0293088493987706,AAPL
2009-02-26,2.674901247024536,-0.021610324022743876,2.821002531051636,,2.7693405026432587,43.97100230008865,0.005819681992206,0.0438963668202841,0.0283064554224992,AAPL
2009-02-27,2.6785004138946533,0.0013455326151277092,2.8154691815376283,,2.760689065619582,44.198572656774246,-0.0008727817120148,0.0349425371138243,0.0282092966495109,AAPL
2009-03-02,2.637411594390869,-0.015340232650567054,2.812185084819794,,2.74894835407399,42.096465574032194,-0.009383959312923,0.0260772378284748,0.0275694256291499,AAPL
2009-03-03,2.6503071784973145,0.004889484877472761,2.807476484775543,,2.739553956400021,43.01253412486869,-0.0149166135807794,0.0178784675466239,0.0273451935432582,AAPL
2009-03-04,2.7342824935913086,0.03168512532256984,2.8047622442245483,,2.7390519123230006,48.70373543380989,-0.0123824387850688,0.0118262862802854,0.0280829744110093,AAPL
2009-03-05,2.6644036769866943,-0.0255565461024595,2.797699344158173,,2.7319425565766857,44.70299981221395,-0.0158302423205913,0.00629498056011,0.0285725661008266,AAPL
2009-03-06,2.558236122131348,-0.039846647778018496,2.7809643745422363,,2.715399086629511,39.40663501908684,-0.0268203179300954,-0.000328079137931,0.0286257284571735,AAPL
2009-03-09,2.492555618286133,-0.025674136674489145,2.756056773662567,,2.6941758991682367,36.52363552355412,-0.0403646017721448,-0.0083353836647737,0.0273639758157645,AAPL
2009-03-10,2.6581056118011475,0.06641777310824692,2.7352429747581484,,2.6907406337047046,47.04070586587382,-0.0373099574161752,-0.014130298415054,0.0311627986653988,AAPL
2009-03-11,2.7795701026916504,0.04569588595398133,2.727520263195038,,2.6992005831320327,53.17126404248636,-0.0248020577794498,-0.0162646502879332,0.0318533835351897,AAPL
2009-03-12,2.889636754989624,0.03959844444699856,2.7268154859542846,,2.7173373614041845,57.92439033940376,-0.0059395310114713,-0.0141996264326408,0.0331159854487235,AAPL
2009-03-13,2.877040386199951,-0.004359153020850215,2.7218069553375246,,2.7325471732894955,57.20873558408791,0.0079016503535691,-0.0097793710753988,0.032596169716337,AAPL
2009-03-16,2.8617446422576904,-0.005316485655060155,2.7161986351013185,2.7331735849380494,2.7448516941436094,56.29912881148721,0.0174356601643621,-0.0043363648274466,0.0326090718767877,AAPL
2009-03-17,2.988907814025879,0.04443554113474879,2.7238914251327517,2.7385180139541627,2.768095134132397,61.74486397646317,0.0348506996709718,0.003501048072237,0.0323153145589627,AAPL
