Date,Close,High,Low,Open,Volume,SMA20,SMA50,EMA20,RSI14,MACD,MACD_signal,Return,Vol20
2009-01-02,14.872976303100586,14.924186524755868,14.17066229975861,14.28771463364894,50084000,,,,,,,,
2009-01-05,15.011970520019531,15.121706865105171,14.67544414700046,14.77786594507061,61475200,,,,,,,0.009345420451585706,
2009-01-06,15.187551498413086,15.363129959071935,15.077815134923,15.180235554797273,58083400,,,,,,,0.011696064694465269,
2009-01-07,14.273086547851562,14.843717874210755,14.251138706131274,14.770559797184047,72709900,,,,,,,-0.060211479819974545,
2009-01-08,14.719350814819336,14.770561054484874,14.302350158883431,14.360876346411814,70255400,,,,,,,0.03126613612771423,
2009-01-09,14.280397415161133,14.851027143157362,14.199923419521149,14.75592265361591,49815300,,,,,,,-0.029821518977336203,
2009-01-12,14.243821144104004,14.477927243124276,14.119452845870212,14.419399671838631,52163500,,,,,,,-0.0025612922381486047,
2009-01-13,14.499870300292969,14.624238569478452,14.280397540729773,14.280397540729773,65843500,,,,,,,0.01797615636973604,
2009-01-14,13.965818405151367,14.397449359797385,13.90729224496413,14.28771298386803,80257500,,,,,,,-0.03683149463280444,
2009-01-15,14.075562477111816,14.119456772408697,13.548826747425798,13.951194144291918,96169800,,,,,,,0.007858048041063492,
2009-01-16,14.419397354125977,14.565713468073657,14.009714188595908,14.36087118762168,79634100,,,,,,,0.024427789480759188,
2009-01-20,13.519558906555176,14.353558639784396,13.439086288496185,14.23650489507536,89873000,,,,,,,-0.062404719522714314,
2009-01-21,14.17797565460205,14.229187267314556,13.50492409377775,13.804872243884482,68340900,,,,,,,0.04870105249718093,
2009-01-22,12.517293930053713,13.300081785542124,12.488030154526776,13.204975910453207,222436600,,,,,,,-0.1171310887396887,
2009-01-23,12.583135604858398,12.795292388772609,12.253925118161352,12.4148716920057,117020600,,,,32.85865878060111,,,0.005260056620273401,
2009-01-26,12.897714614868164,13.02939882798559,12.605083805370423,12.648979473325412,92476500,,,,36.09971628801642,,,0.02500004926342081,
2009-01-27,12.91966152191162,13.146450208579468,12.751398992944306,13.007451456149251,61695000,,,,36.33063308362274,,,0.0017016120839079552,
2009-01-28,13.197660446166992,13.395185335773176,12.992818217813204,13.022080595936018,64145500,,,,39.32179508245527,,,0.021517508317372647,
2009-01-29,12.868453979492188,13.139136991778567,12.84650614253358,13.007454156148787,49192800,,,,37.09908641178992,,,-0.024944304940836437,
2009-01-30,12.509979248046877,13.014768263815316,12.509979248046877,12.978188540716872,62370900,13.837061834335326,,13.837061834335326,34.79279889286668,,,-0.02785686081767036,
2009-02-02,13.044034004211426,13.263506817795257,12.436824398230437,12.458772237738463,88871700,13.745614719390868,,13.761535374323527,40.70662224185233,,,0.04269029912642974,0.04086742597989428
2009-02-03,13.534191131591797,13.614665147002055,12.875771301562152,13.058665776313392,86865100,13.671725749969482,,13.73988354168241,45.584486787317026,,,0.03757711205154157,0.041889822032746195
2009-02-04,13.629294395446776,13.899978807236458,13.534189891256553,13.563453674314454,75618000,13.593812894821166,,13.72935124204092,46.504065909932415,,,0.007026889374495804,0.04180888753093563
2009-02-05,13.929241180419922,14.002397839912032,13.351294081890169,13.541504466392093,75195200,13.576620626449586,,13.748388379029397,49.40796799874609,,,0.022007506498161078,0.040051814035522416
2009-02-06,14.382818222045898,14.580344546258727,13.943871300030882,14.017029352929017,86746000,13.559793996810914,,13.808810268840492,53.5170639472635,,,0.032562939771878074,0.040106834727109075
2009-02-09,14.221869468688965,14.463290029938571,14.090185272484891,14.36818415695848,52196400,13.556867599487305,,13.848149240254633,51.90603533442412,,,-0.011190348850424359,0.0395997391257583
2009-02-10,13.753665924072266,14.485243928445776,13.68050923993436,14.08287658419007,83953200,13.532359838485718,,13.839150829189647,47.43280231943514,,,-0.03292137827924113,0.04030174893839555
2009-02-11,14.053608894348145,14.258451181063585,13.841452057548151,13.856083948465097,58599000,13.510046768188477,,13.85957540682379,50.38281869263389,,,0.021808219854381194,0.040405432831580525
2009-02-12,14.090189933776855,14.134084215241382,13.563454370080413,13.878031681845895,75323200,13.51626534461975,,13.881538695105034,50.745858618942755,,,0.0026029641000913095,0.039504531253142856
2009-02-13,13.965818405151367,14.243817317197308,13.929240078299491,14.09750261441608,47416000,13.510778141021728,,13.889565334157066,49.42184969860751,,,-0.008826817041503898,0.039533017156837186
2009-02-17,13.324980735778809,13.626984053764248,13.17766142727521,13.61961794784496,75853300,13.45605731010437,,13.835795372406755,43.171564471034735,,,-0.045886152231234933,0.04039896249354078
2009-02-18,13.347078323364258,13.590154185638626,13.2586864621095,13.42073656864542,54946900,13.447433280944825,,13.789250891545565,43.43720431885968,,,0.001658357938643329,0.037915664696275886
2009-02-19,13.192397117614746,13.538595757458657,13.118737443940754,13.479668299507749,49195600,13.398154354095459,,13.732407674980726,41.95868580232237,,,-0.01158914348159179,0.036203598542180866
2009-02-20,13.258695602416992,13.398648893826248,13.008253461975984,13.089279273572174,69413800,13.435224437713623,,13.687292239498465,42.85649187527902,-0.2500071215058135,-0.3112215293345183,0.005025507056160672,0.024260280301177373
2009-02-23,12.676779747009276,13.369178373751252,12.639950615722052,13.273421789439686,70803400,13.439906644821168,,13.591052954499494,37.389633970424,-0.29390385067194735,-0.3077579936020041,-0.043889374404344594,0.026428882636019578
2009-02-24,12.647318840026855,12.779905982760964,12.050678102664904,12.544196131207675,122674500,13.427386856079101,,13.50117351502591,37.13138835210238,-0.32729670113777765,-0.31166573510915885,-0.002324005588988043,0.02580570798223962
2009-02-25,12.492630004882812,12.698876771875735,12.124333109857618,12.529460537350026,105894600,13.40603528022766,,13.405121752155138,35.735721257157124,-0.3620691639799034,-0.32174642088330774,-0.012230958758980282,0.025926304311300462
2009-02-26,12.094868659973145,12.581020391578583,12.094868659973145,12.558922074708889,83219500,13.35089569091797,,13.2803357433759,32.36681513908714,-0.4169166519660443,-0.34078046709985504,-0.03183968025581485,0.026192273590089864
2009-02-27,11.895992279052734,12.168532664856416,11.859163142701032,11.999116389732192,93428000,13.302272605895997,,13.148493508678456,30.80320807996927,-0.47100192619423886,-0.3668247589187318,-0.016443037664276017,0.025902325472741638
2009-03-02,11.630815505981444,11.969648665535424,11.579254167289715,11.756036502064692,80602100,13.258314418792725,,13.003952746516836,28.805035365159064,-0.5291625881713671,-0.39929232476925886,-0.022291269769755262,0.025656762153258475
2009-03-03,11.697110176086426,11.962283703615414,11.520327824400434,11.807599672743136,80476600,13.190968227386474,,12.879491549332988,30.027101625444224,-0.5634112517841476,-0.4321161101722366,0.005699915889035401,0.023399109938621022
2009-03-04,11.873894691467283,12.080140091344608,11.7044777233998,11.873894691467283,69285100,13.107953405380249,,12.783720420012445,33.31431852435548,-0.5697211408317653,-0.45963711630414233,0.015113520580688045,0.02171778627886092
2009-03-05,11.247787475585938,11.69710943320236,11.247787475585938,11.682377220262197,89708500,12.988878059387208,,12.637441091971825,28.252124577236003,-0.6181181122546864,-0.49133331549425113,-0.052729726189274184,0.023799152517466525
2009-03-06,11.255151748657228,11.505593723710795,10.95314843843516,11.30671378629623,92821400,12.855173587799072,,12.505794487846625,28.389955811886985,-0.6484044229278734,-0.5227475369809755,0.0006547308159294829,0.02277857969799134
