Date,Close,High,Low,Open,Volume,SMA20,SMA50,EMA20,RSI14,MACD,MACD_signal,Return,Vol20
2009-01-02,2.7179999351501465,2.7265000343322754,2.553499937057495,2.567500114440918,145928000,,,,,,,,
2009-01-05,2.703000068664551,2.7869999408721924,2.65149998664856,2.7864999771118164,190196000,,,,,,,-0.005518714806285296,
2009-01-06,2.868000030517578,2.9110000133514404,2.6875,2.727499961853028,221602000,,,,,,,0.06104326957510864,
2009-01-07,2.809999942779541,2.8475000858306885,2.7674999237060547,2.814500093460083,158854000,,,,,,,-0.020223182399189188,
2009-01-08,2.8580000400543213,2.865999937057495,2.7290000915527344,2.749500036239624,131558000,,,,,,,0.017081885499008465,
2009-01-09,2.775500059127808,2.8499999046325684,2.734999895095825,2.845999956130981,133682000,,,,,,,-0.02886633301969621,
2009-01-12,2.595999956130981,2.7149999141693115,2.5434999465942383,2.7060000896453857,191126000,,,,,,,-0.06467306761767266,
2009-01-13,2.572499990463257,2.664499998092652,2.5374999046325684,2.5480000972747803,157664000,,,,,,,-0.009052375217582065,
2009-01-14,2.424499988555908,2.505000114440918,2.407000064849853,2.505000114440918,208852000,,,,,,,-0.057531585016914466,
2009-01-15,2.572000026702881,2.611500024795532,2.381500005722046,2.427999973297119,232346000,,,,,,,0.06083730205947635,
2009-01-16,2.5794999599456787,2.616499900817871,2.4765000343322754,2.5899999141693115,165164000,,,,,,,0.00291599267687892,
2009-01-20,2.421999931335449,2.5850000381469727,2.4135000705718994,2.5374999046325684,135344000,,,,,,,-0.061058356679930426,
2009-01-21,2.5269999504089355,2.5344998836517334,2.4124999046325684,2.4655001163482666,116590000,,,,,,,0.04335261026022863,
2009-01-22,2.496999979019165,2.5439999103546143,2.4130001068115234,2.470999956130981,142666000,,,,,,,-0.011871773636131566,
2009-01-23,2.531500101089477,2.571000099182129,2.422499895095825,2.444999933242798,115866000,,,,42.238876132884926,,,0.013816628898757122,
2009-01-26,2.4814999103546143,2.5445001125335693,2.4260001182556152,2.509000062942505,143114000,,,,40.42709776546657,,,-0.019751210246187423,
2009-01-27,2.421999931335449,2.5209999084472656,2.385999917984009,2.4649999141693115,174764000,,,,38.32062828374458,,,-0.023977425415527165,
2009-01-28,2.5179998874664307,2.57450008392334,2.448499917984009,2.486000061035156,161132000,,,,43.44123509071658,,,0.03963664692510904,
2009-01-29,2.5,2.5924999713897705,2.4570000171661377,2.497999906539917,359336000,,,,42.72501394357006,,,-0.007148486207655069,
2009-01-30,2.940999984741211,2.986999988555908,2.861999988555908,2.868000030517578,795662000,2.6158499836921694,,2.6158499836921694,60.08737365733041,,,0.17639999389648442,
2009-02-02,3.057499885559082,3.0999999046325684,2.906500101089477,2.928499937057495,386486000,2.632824981212616,,2.657911879108066,63.256207059132144,,,0.03961234322417795,0.054645258810930186
2009-02-03,3.179500102996826,3.2100000381469727,3.0,3.0434999465942383,293892000,2.65664998292923,,2.7075869480498524,66.27581332543846,,,0.039901953231123555,0.0550290976946582
2009-02-04,3.052999973297119,3.171999931335449,3.0415000915527344,3.1689999103546143,274526000,2.6658999800682066,,2.7404834266448304,60.70514991613757,,,-0.039786169398288385,0.054678199514044026
2009-02-05,3.1589999198913574,3.190500020980835,3.031500101089477,3.057499885559082,203392000,2.683349978923798,,2.780342140287357,63.47550496404959,,,0.0347199304033281,0.054751875171133654
2009-02-06,3.327500104904175,3.3499999046325684,3.1589999198913574,3.1589999198913574,240898000,2.70682498216629,,2.8324524226318157,67.40898621485528,,,0.05333972437030399,0.055687594197817665
2009-02-09,3.3355000019073486,3.368000030517578,3.2690000534057617,3.328000068664551,188752000,2.7348249793052672,,2.8803617158961523,67.58746007856864,,,0.0024041763338740196,0.05500203610169697
2009-02-10,3.1654999256134038,3.361500024795532,3.1535000801086426,3.307499885559082,214012000,2.7632999777793885,,2.9075177358692237,60.06056945272628,,,-0.05096689437767443,0.05409260641412508
2009-02-11,3.2174999713897705,3.244999885559082,3.112499952316284,3.1549999713897705,166946000,2.795549976825714,,2.937039853537847,61.473900232560894,,,0.016427119569838666,0.0538879571592921
2009-02-12,3.197999954223633,3.212500095367432,3.0855000019073486,3.1624999046325684,161910000,2.8342249751091004,,2.961893196460303,60.60776408807405,,,-0.006060611449738351,0.051542209152371114
2009-02-13,3.1630001068115234,3.233999967575073,3.1435000896453857,3.198499917984009,82618000,2.8637749791145324,,2.981046235541372,59.00093340047917,,,-0.010944292655753363,0.05068452405592629
2009-02-17,3.0834999084472656,3.132499933242798,3.059000015258789,3.0834999084472656,142522000,2.888974976539612,,2.990803728199076,55.40759670360086,,,-0.025134427973319995,0.051320074861598765
2009-02-18,3.117500066757202,3.138999938964844,3.026000022888184,3.1135001182556152,147320000,2.9237499833106995,,3.0028700461569926,56.62429523785191,,,0.011026482672106708,0.04851056133054124
2009-02-19,3.0975000858306885,3.2090001106262207,3.0834999084472656,3.1419999599456787,135378000,2.9522749900817873,,3.011882430887821,55.66220493498872,,,-0.006415390697109946,0.048187508798989406
2009-02-20,3.193000078201294,3.2074999809265137,3.0420000553131104,3.053499937057495,187090000,2.9870749950408935,,3.029131730631961,59.22480833101944,0.14367441145157223,0.1492483595891871,0.030831312259671506,0.048054433385066694
2009-02-23,3.0855000019073486,3.245500087738037,3.075999975204468,3.2079999446868896,146720000,3.0147749900817873,,3.0345001374200935,53.968025520701225,0.13373784635713104,0.1461462569427759,-0.03366742050144367,0.04919213074224336
2009-02-24,3.2799999713897705,3.305000066757202,3.094500064849853,3.0985000133514404,205428000,3.054699993133545,,3.057881073988634,60.75526561849776,0.1399443772947606,0.14490588101317284,0.06303677503230887,0.049943779844403485
2009-02-25,3.185499906539917,3.2874999046325684,3.1410000324249268,3.244999885559082,182442000,3.092874991893768,,3.0700352485173275,56.40376587348441,0.13567376955365829,0.14305945872126993,-0.02881099563236056,0.05015439376142348
2009-02-26,3.117000102996826,3.236500024795532,3.117000102996826,3.2060000896453857,145506000,3.122825002670288,,3.074508091801089,53.41716116691556,0.125317340191196,0.13951103501525514,-0.021503627547581727,0.05043112720083246
2009-02-27,3.239500045776367,3.253999948501587,3.046999931335449,3.062999963760376,229766000,3.1598000049591066,,3.090221611227306,57.72792701030556,0.12554728595297737,0.13671828520279958,0.03930058990430063,0.05057884682691862
2009-03-02,3.0994999408721924,3.276000022888184,3.075500011444092,3.197000026702881,210238000,3.1677250027656556,,3.0911052616696764,51.82527408364578,0.11312860505087219,0.1320003491724141,-0.043216577535384104,0.034925539038993404
2009-03-03,3.0850000381469727,3.164499998092652,3.065000057220459,3.137500047683716,193832000,3.16910001039505,,3.090523811810371,51.240888693968536,0.10095296703210144,0.12579087274435158,-0.004678142604235491,0.03388417782322229
2009-03-04,3.240499973297119,3.289499998092652,3.119999885559082,3.140000104904175,239218000,3.1721500039100645,,3.10480725576149,56.859084897412956,0.10266774156461889,0.12116624650840505,0.050405164741439856,0.03459298032512689
2009-03-05,3.2385001182556152,3.289999961853028,3.180000066757202,3.2060000896453857,235406000,3.1814250111579896,,3.117539909332359,56.7684904761686,0.10268169053619092,0.11746933531396223,-0.0006171439771589515,0.033212896942964025
2009-03-06,3.0845000743865967,3.275000095367432,2.990999937057495,3.259999990463257,301876000,3.1777000188827516,,3.1143932583851437,50.14298814775279,0.0892375537176866,0.1118229789947071,-0.04755289122915618,0.03421894949256482
